index,ds,227645,230054,247467,265812,269255,283639
1400,2013-11-06 00:00:00,1024,0,2304,480,704,681
1401,2013-11-07 00:00:00,1024,512,2560,512,960,1720
1402,2013-11-08 00:00:00,1280,288,3072,496,1024,1106
1403,2013-11-09 00:00:00,0,0,256,384,0,1135
1404,2013-11-10 00:00:00,0,0,0,0,0,0
1405,2013-11-11 00:00:00,1280,0,2816,512,512,425
1406,2013-11-12 00:00:00,768,0,2816,640,1024,1003
1407,2013-11-13 00:00:00,768,0,2848,640,896,357
1408,2013-11-14 00:00:00,768,0,3328,704,1152,1670
1409,2013-11-15 00:00:00,0,748,1504,640,768,1001
1410,2013-11-16 00:00:00,0,180,576,640,512,1385
1411,2013-11-17 00:00:00,0,0,0,0,0,0
1412,2013-11-18 00:00:00,768,0,2848,640,768,681
1413,2013-11-19 00:00:00,1024,0,2560,512,960,935
1414,2013-11-20 00:00:00,768,0,3072,512,1458,425
1415,2013-11-21 00:00:00,512,0,2816,624,1408,1324
1416,2013-11-22 00:00:00,1024,0,2784,448,1520,935
1417,2013-11-23 00:00:00,512,0,0,704,256,1031
1418,2013-11-24 00:00:00,0,0,0,0,0,0
1419,2013-11-25 00:00:00,256,0,1536,512,768,781
1420,2013-11-26 00:00:00,768,0,2816,640,943,425
1421,2013-11-27 00:00:00,1024,0,2048,768,1024,868
1422,2013-11-28 00:00:00,768,0,2736,256,1216,681
1423,2013-11-29 00:00:00,768,0,1952,512,768,0
1424,2013-11-30 00:00:00,0,0,512,384,0,912
1425,2013-12-01 00:00:00,0,0,0,0,0,0
1426,2013-12-02 00:00:00,768,544,2560,512,1216,804
1427,2013-12-03 00:00:00,0,288,2304,512,1280,777
1428,2013-12-04 00:00:00,768,0,2560,512,1024,510
1429,2013-12-05 00:00:00,1008,724,2048,512,960,852
1430,2013-12-06 00:00:00,768,288,1024,512,1280,1108
1431,2013-12-07 00:00:00,768,0,0,704,0,758
1432,2013-12-08 00:00:00,0,0,0,0,0,0
1433,2013-12-09 00:00:00,768,0,2816,512,960,240
1434,2013-12-10 00:00:00,256,576,2048,704,768,1277
1435,2013-12-11 00:00:00,1024,288,2304,512,1280,868
1436,2013-12-12 00:00:00,1024,288,2560,512,768,1108
1437,2013-12-13 00:00:00,256,288,2816,704,1280,1066
1438,2013-12-14 00:00:00,0,180,768,512,0,935
1439,2013-12-15 00:00:00,0,0,0,0,0,0
1440,2013-12-16 00:00:00,1280,180,2048,512,1792,425
1441,2013-12-17 00:00:00,736,288,2816,448,704,1291
1442,2013-12-18 00:00:00,1024,204,2304,704,768,953
1443,2013-12-19 00:00:00,1024,544,2560,704,1792,1047
1444,2013-12-20 00:00:00,768,1356,2304,512,512,1716
1445,2013-12-21 00:00:00,512,256,256,576,256,1193
1446,2013-12-22 00:00:00,0,0,0,0,0,0
1447,2013-12-23 00:00:00,512,256,2304,512,1280,544
1448,2013-12-24 00:00:00,768,0,2816,1472,1728,1436
1449,2013-12-25 00:00:00,0,0,2048,0,0,0
1450,2013-12-26 00:00:00,1024,512,2240,256,960,1500
1451,2013-12-27 00:00:00,512,910,1792,768,2288,480
1452,2013-12-28 00:00:00,0,0,256,512,512,1839
1453,2013-12-29 00:00:00,0,0,0,0,0,0
1454,2013-12-30 00:00:00,512,256,256,256,0,999
1455,2013-12-31 00:00:00,0,0,1024,0,256,1399
1456,2014-01-01 00:00:00,0,0,0,0,0,0
1457,2014-01-02 00:00:00,1024,832,2816,512,1024,510
1458,2014-01-03 00:00:00,512,1044,2048,512,2656,981
1459,2014-01-04 00:00:00,512,1396,768,496,768,1191
1460,2014-01-05 00:00:00,768,0,256,0,0,0
1461,2014-01-06 00:00:00,768,512,2048,768,2240,654
1462,2014-01-07 00:00:00,1024,1344,2880,512,1024,1417
1463,2014-01-08 00:00:00,768,1120,2048,640,1536,844
1464,2014-01-09 00:00:00,1024,2292,2336,704,1024,1910
1465,2014-01-10 00:00:00,1536,2388,2816,768,1744,925
1466,2014-01-11 00:00:00,0,2360,512,624,688,1037
1467,2014-01-12 00:00:00,0,0,0,0,0,0
1468,2014-01-13 00:00:00,1024,1024,2304,512,1792,681
1469,2014-01-14 00:00:00,1264,1516,1792,512,1024,937
1470,2014-01-15 00:00:00,1024,288,3328,1024,1664,818
1471,2014-01-16 00:00:00,1008,2536,2048,512,928,425
1472,2014-01-17 00:00:00,976,3268,2272,768,752,681
1473,2014-01-18 00:00:00,512,832,0,192,512,1191
1474,2014-01-19 00:00:00,0,0,0,0,0,0
1475,2014-01-20 00:00:00,768,2932,3328,496,768,425
1476,2014-01-21 00:00:00,992,1152,2208,512,1216,612
1477,2014-01-22 00:00:00,736,3354,2304,704,1024,758
1478,2014-01-23 00:00:00,1312,1332,2560,544,768,909
1479,2014-01-24 00:00:00,768,2686,2560,752,768,0
1480,2014-01-25 00:00:00,1024,936,512,256,256,2084
1481,2014-01-26 00:00:00,0,0,0,0,0,0
1482,2014-01-27 00:00:00,544,2152,2560,704,1024,970
1483,2014-01-28 00:00:00,512,4436,2048,768,768,1141
1484,2014-01-29 00:00:00,0,3566,1280,448,960,1040
1485,2014-01-30 00:00:00,0,288,0,0,0,0
1486,2014-01-31 00:00:00,0,0,0,0,0,0
1487,2014-02-01 00:00:00,0,0,0,0,0,0
1488,2014-02-02 00:00:00,0,0,0,0,0,0
1489,2014-02-03 00:00:00,1056,1440,2560,496,1024,1015
1490,2014-02-04 00:00:00,1024,1338,2304,256,1280,1003
1491,2014-02-05 00:00:00,768,2686,2784,512,1536,777
1492,2014-02-06 00:00:00,512,1594,1536,768,512,525
1493,2014-02-07 00:00:00,768,2950,2560,768,512,907
1494,2014-02-08 00:00:00,256,2606,256,768,0,980
1495,2014-02-09 00:00:00,0,0,0,0,0,0
1496,2014-02-10 00:00:00,800,2122,1792,704,256,544
1497,2014-02-11 00:00:00,768,2688,1280,1264,1280,1262
1498,2014-02-12 00:00:00,1008,3824,1824,1008,768,649
1499,2014-02-13 00:00:00,1248,3340,1536,960,1024,601
1500,2014-02-14 00:00:00,800,3140,1280,768,1024,1497
1501,2014-02-15 00:00:00,256,5084,0,752,0,718
1502,2014-02-16 00:00:00,0,0,0,0,0,0
1503,2014-02-17 00:00:00,1280,724,2304,768,768,681
1504,2014-02-18 00:00:00,800,3188,1280,448,1280,1544
1505,2014-02-19 00:00:00,512,3616,2560,768,768,1449
1506,2014-02-20 00:00:00,512,2650,1536,832,1280,1175
1507,2014-02-21 00:00:00,1024,4676,2560,768,1280,1168
1508,2014-02-22 00:00:00,256,2584,256,384,0,1118
1509,2014-02-23 00:00:00,0,0,0,0,0,0
1510,2014-02-24 00:00:00,512,2464,1280,768,512,1421
1511,2014-02-25 00:00:00,1280,2798,1792,704,1280,816
1512,2014-02-26 00:00:00,1024,3592,1792,768,1248,649
1513,2014-02-27 00:00:00,1056,1408,1984,704,768,681
1514,2014-02-28 00:00:00,256,3188,2304,768,896,1138
1515,2014-03-01 00:00:00,256,3008,0,0,384,0
1516,2014-03-02 00:00:00,0,0,0,0,0,0
1517,2014-03-03 00:00:00,992,2112,3104,768,1664,987
1518,2014-03-04 00:00:00,512,3194,1568,768,1536,1839
1519,2014-03-05 00:00:00,512,3136,3072,768,768,1241
1520,2014-03-06 00:00:00,1056,2484,1024,768,1536,1463
1521,2014-03-07 00:00:00,800,4642,2272,768,1024,681
1522,2014-03-08 00:00:00,512,3412,0,0,0,937
1523,2014-03-09 00:00:00,0,0,0,0,0,0
1524,2014-03-10 00:00:00,512,864,2816,768,1280,777
1525,2014-03-11 00:00:00,256,442,1792,512,1280,1330
1526,2014-03-12 00:00:00,1280,0,2048,704,1024,585
1527,2014-03-13 00:00:00,512,2196,2228,752,1024,766
1528,2014-03-14 00:00:00,768,3226,2048,576,1280,921
1529,2014-03-15 00:00:00,544,5718,256,256,256,1314
1530,2014-03-16 00:00:00,0,0,0,0,0,0
1531,2014-03-17 00:00:00,1024,2432,2304,640,1024,408
1532,2014-03-18 00:00:00,768,2708,2336,640,1280,1484
1533,2014-03-19 00:00:00,512,4122,2048,640,768,827
1534,2014-03-20 00:00:00,768,3860,2560,576,672,0
1535,2014-03-21 00:00:00,1280,4416,1792,768,1024,978
1536,2014-03-22 00:00:00,512,1018,256,256,0,643
1537,2014-03-23 00:00:00,0,0,0,0,0,0
1538,2014-03-24 00:00:00,512,864,1536,512,192,978
1539,2014-03-25 00:00:00,512,2208,2560,1008,512,681
1540,2014-03-26 00:00:00,256,2420,2336,688,1280,846
1541,2014-03-27 00:00:00,800,1568,2304,704,704,1585
1542,2014-03-28 00:00:00,800,3060,1792,1008,768,425
1543,2014-03-29 00:00:00,256,3010,0,624,0,952
1544,2014-03-30 00:00:00,0,0,0,0,0,0
1545,2014-03-31 00:00:00,768,2576,2304,736,1024,0
1546,2014-04-01 00:00:00,544,2196,3072,768,1056,1405
1547,2014-04-02 00:00:00,768,3470,3104,704,1536,256
1548,2014-04-03 00:00:00,1024,1408,1792,768,1024,1214
1549,2014-04-04 00:00:00,512,3782,1280,752,512,1069
1550,2014-04-05 00:00:00,512,1358,256,0,288,425
1551,2014-04-06 00:00:00,0,0,0,0,0,0
1552,2014-04-07 00:00:00,256,2036,1792,768,1056,407
1553,2014-04-08 00:00:00,1024,2648,2048,768,800,1526
1554,2014-04-09 00:00:00,512,2426,2048,704,1024,435
1555,2014-04-10 00:00:00,1024,864,2080,768,832,1191
1556,2014-04-11 00:00:00,1024,288,256,240,1280,425
1557,2014-04-12 00:00:00,256,730,0,496,0,1072
1558,2014-04-13 00:00:00,0,0,0,0,0,0
1559,2014-04-14 00:00:00,512,288,2560,496,256,1934
1560,2014-04-15 00:00:00,1024,468,1792,736,1024,1227
1561,2014-04-16 00:00:00,1536,1088,2816,736,1280,1758
1562,2014-04-17 00:00:00,1008,442,1792,720,992,937
1563,2014-04-18 00:00:00,512,1152,1792,240,512,406
1564,2014-04-19 00:00:00,512,1646,512,0,0,267
1565,2014-04-20 00:00:00,0,0,0,0,0,0
1566,2014-04-21 00:00:00,768,576,2560,768,256,1794
1567,2014-04-22 00:00:00,1792,0,2816,720,768,1257
1568,2014-04-23 00:00:00,256,0,1536,960,768,681
1569,2014-04-24 00:00:00,1024,288,2304,752,1056,844
1570,2014-04-25 00:00:00,768,2606,1792,752,768,612
1571,2014-04-26 00:00:00,0,916,0,720,256,1294
1572,2014-04-27 00:00:00,0,0,0,0,0,0
1573,2014-04-28 00:00:00,1024,576,2048,688,768,1419
1574,2014-04-29 00:00:00,480,0,2304,624,736,1215
1575,2014-04-30 00:00:00,768,1120,2800,672,1408,698
1576,2014-05-01 00:00:00,256,0,512,672,1520,868
1577,2014-05-02 00:00:00,752,1632,2560,736,1744,1990
1578,2014-05-03 00:00:00,0,3616,0,384,1136,919
1579,2014-05-04 00:00:00,0,0,0,0,0,0
1580,2014-05-05 00:00:00,0,2400,512,0,0,0
1581,2014-05-06 00:00:00,0,0,512,0,0,0
1582,2014-05-07 00:00:00,0,2304,1280,720,1248,777
1583,2014-05-08 00:00:00,768,1440,1792,736,1280,1083
1584,2014-05-09 00:00:00,768,1856,2048,912,768,510
1585,2014-05-10 00:00:00,768,2452,0,608,0,1294
1586,2014-05-11 00:00:00,0,0,0,0,0,0
1587,2014-05-12 00:00:00,0,1440,2560,1184,1024,1115
1588,2014-05-13 00:00:00,1024,1440,2336,1024,928,1783
1589,2014-05-14 00:00:00,512,756,1536,480,1056,517
1590,2014-05-15 00:00:00,736,1152,2304,976,1024,637
1591,2014-05-16 00:00:00,1280,3136,2560,912,1216,1065
1592,2014-05-17 00:00:00,256,3048,0,992,0,927
1593,2014-05-18 00:00:00,0,0,0,0,0,0
1594,2014-05-19 00:00:00,768,1440,2304,912,704,425
1595,2014-05-20 00:00:00,1264,2164,2048,720,1024,1481
1596,2014-05-21 00:00:00,1536,2272,1792,1216,768,802
1597,2014-05-22 00:00:00,1280,1728,2592,944,896,1226
1598,2014-05-23 00:00:00,1024,3156,1856,912,1433,256
1599,2014-05-24 00:00:00,768,1594,0,480,256,1257
1600,2014-05-25 00:00:00,0,0,0,0,0,0
1601,2014-05-26 00:00:00,256,1408,2740,944,960,542
1602,2014-05-27 00:00:00,800,2016,2816,432,1024,1632
1603,2014-05-28 00:00:00,800,1728,2529,0,1280,681
1604,2014-05-29 00:00:00,768,1984,2048,672,1024,614
1605,2014-05-30 00:00:00,256,4410,2304,752,1280,525
1606,2014-05-31 00:00:00,256,1440,256,0,0,1531
1607,2014-06-01 00:00:00,0,0,0,0,0,0
1608,2014-06-02 00:00:00,496,2016,2048,960,544,681
1609,2014-06-03 00:00:00,1776,576,2304,736,1856,256
1610,2014-06-04 00:00:00,256,864,768,0,1472,425
1611,2014-06-05 00:00:00,768,0,2816,704,1024,0
1612,2014-06-06 00:00:00,0,0,512,0,0,0
1613,2014-06-07 00:00:00,256,468,256,0,0,425
1614,2014-06-08 00:00:00,0,0,0,0,0,0
1615,2014-06-09 00:00:00,1792,576,2304,1216,1280,1450
1616,2014-06-10 00:00:00,256,288,2048,768,544,1498
1617,2014-06-11 00:00:00,768,1610,2816,736,512,427
1618,2014-06-12 00:00:00,1024,1120,1792,992,768,681
1619,2014-06-13 00:00:00,1536,2272,1792,976,704,1401
1620,2014-06-14 00:00:00,256,1152,256,256,0,681
1621,2014-06-15 00:00:00,0,0,0,0,0,0
1622,2014-06-16 00:00:00,512,864,3296,1280,0,1253
1623,2014-06-17 00:00:00,512,0,1536,768,256,681
1624,2014-06-18 00:00:00,256,576,2048,496,800,1001
1625,2014-06-19 00:00:00,512,544,2528,752,704,425
1626,2014-06-20 00:00:00,512,288,1280,624,1536,665
1627,2014-06-21 00:00:00,256,288,256,0,256,749
1628,2014-06-22 00:00:00,0,0,0,0,0,0
1629,2014-06-23 00:00:00,256,0,2560,672,800,583
1630,2014-06-24 00:00:00,1024,288,2048,624,1024,425
1631,2014-06-25 00:00:00,256,864,1824,1056,1024,601
1632,2014-06-26 00:00:00,1280,0,2592,432,1280,927
1633,2014-06-27 00:00:00,1024,864,2287,816,768,425
1634,2014-06-28 00:00:00,768,992,256,1248,1056,1183
1635,2014-06-29 00:00:00,0,0,0,0,0,0
1636,2014-06-30 00:00:00,0,576,2816,736,1024,1037
1637,2014-07-01 00:00:00,1024,1152,2304,1008,1056,629
1638,2014-07-02 00:00:00,768,0,2816,976,1024,427
1639,2014-07-03 00:00:00,1024,0,2816,1440,1024,1123
1640,2014-07-04 00:00:00,1024,0,2816,512,768,1156
1641,2014-07-05 00:00:00,512,0,512,0,256,518
1642,2014-07-06 00:00:00,0,0,0,0,0,0
1643,2014-07-07 00:00:00,1024,0,1536,1184,1024,591
1644,2014-07-08 00:00:00,1344,832,2544,768,768,1257
1645,2014-07-09 00:00:00,288,0,2304,1200,1280,425
1646,2014-07-10 00:00:00,800,864,2032,720,768,1183
1647,2014-07-11 00:00:00,768,1152,2304,1024,768,852
1648,2014-07-12 00:00:00,256,0,512,256,512,1542
1649,2014-07-13 00:00:00,0,0,0,0,0,0
1650,2014-07-14 00:00:00,1280,288,3072,725,246,629
1651,2014-07-15 00:00:00,1024,288,2304,720,1024,1226
1652,2014-07-16 00:00:00,1280,0,2816,1008,1280,681
1653,2014-07-17 00:00:00,768,0,1520,752,768,665
1654,2014-07-18 00:00:00,256,512,2304,768,512,787
1655,2014-07-19 00:00:00,256,768,256,256,0,1191
1656,2014-07-20 00:00:00,0,0,0,0,0,0
1657,2014-07-21 00:00:00,512,288,2560,960,512,1045
1658,2014-07-22 00:00:00,1024,288,3280,768,544,238
1659,2014-07-23 00:00:00,512,1152,3024,928,800,425
1660,2014-07-24 00:00:00,1280,1952,2800,736,1024,410
1661,2014-07-25 00:00:00,0,1120,2816,976,752,256
1662,2014-07-26 00:00:00,512,576,768,256,0,272
1663,2014-07-27 00:00:00,0,0,0,0,0,0
1664,2014-07-28 00:00:00,0,622,2816,736,256,0
1665,2014-07-29 00:00:00,512,1012,2816,1024,1008,186
1666,2014-07-30 00:00:00,1024,1088,3584,1008,1024,0
1667,2014-07-31 00:00:00,1264,288,3040,1008,704,0
1668,2014-08-01 00:00:00,768,0,2304,0,1024,0
1669,2014-08-02 00:00:00,0,0,768,0,0,1139
1670,2014-08-03 00:00:00,0,0,0,0,0,0
1671,2014-08-04 00:00:00,512,576,768,768,0,0
1672,2014-08-05 00:00:00,256,0,512,1024,512,448
1673,2014-08-06 00:00:00,864,0,512,768,512,443
1674,2014-08-07 00:00:00,544,0,256,1008,768,0
1675,2014-08-08 00:00:00,1056,468,256,1008,2048,1659
1676,2014-08-09 00:00:00,0,288,512,704,0,1191
1677,2014-08-10 00:00:00,0,0,0,0,0,0
1678,2014-08-11 00:00:00,800,0,2304,992,1024,425
1679,2014-08-12 00:00:00,1024,576,1536,992,2304,128
1680,2014-08-13 00:00:00,832,288,2560,1232,1120,2383
1681,2014-08-14 00:00:00,1280,544,2560,1024,2016,850
1682,2014-08-15 00:00:00,0,1088,768,992,544,0
1683,2014-08-16 00:00:00,512,340,256,256,0,1516
1684,2014-08-17 00:00:00,0,0,0,0,0,0
1685,2014-08-18 00:00:00,256,0,2240,928,512,758
1686,2014-08-19 00:00:00,1248,0,2544,1024,1600,593
1687,2014-08-20 00:00:00,1280,0,2560,928,768,510
1688,2014-08-21 00:00:00,256,0,2304,1024,1056,853
1689,2014-08-22 00:00:00,1024,1152,3072,1152,768,1816
1690,2014-08-23 00:00:00,512,288,256,1008,384,895
1691,2014-08-24 00:00:00,0,0,0,0,0,0
1692,2014-08-25 00:00:00,256,288,2816,992,1312,160
1693,2014-08-26 00:00:00,1024,1664,2304,1008,768,1113
1694,2014-08-27 00:00:00,768,1376,2816,944,960,833
1695,2014-08-28 00:00:00,768,1376,2048,736,1024,974
1696,2014-08-29 00:00:00,512,288,2304,928,1280,425
1697,2014-08-30 00:00:00,512,1908,256,624,576,1692
1698,2014-08-31 00:00:00,0,0,0,0,0,0
1699,2014-09-01 00:00:00,512,0,2560,1024,1024,425
1700,2014-09-02 00:00:00,1279,1018,2048,880,1280,0
1701,2014-09-03 00:00:00,1024,2016,2304,960,1024,0
1702,2014-09-04 00:00:00,1312,948,1216,752,1024,576
1703,2014-09-05 00:00:00,1024,1088,1792,1008,1065,0
1704,2014-09-06 00:00:00,0,0,0,768,0,352
1705,2014-09-07 00:00:00,0,0,0,0,0,0
1706,2014-09-08 00:00:00,0,0,0,0,0,0
1707,2014-09-09 00:00:00,0,0,0,0,0,0
1708,2014-09-10 00:00:00,0,0,512,1152,0,425
1709,2014-09-11 00:00:00,512,468,2304,992,1280,288
1710,2014-09-12 00:00:00,0,2772,1792,704,1024,998
1711,2014-09-13 00:00:00,768,1696,0,944,768,922
1712,2014-09-14 00:00:00,0,0,0,0,0,0
1713,2014-09-15 00:00:00,512,1440,2336,768,1056,1020
1714,2014-09-16 00:00:00,1024,1588,1792,944,1280,1319
1715,2014-09-17 00:00:00,1024,832,2304,752,512,425
1716,2014-09-18 00:00:00,768,576,2336,960,1280,427
1717,2014-09-19 00:00:00,1280,544,1792,1200,1760,1165
1718,2014-09-20 00:00:00,0,730,512,704,256,1783
1719,2014-09-21 00:00:00,0,0,0,0,0,0
1720,2014-09-22 00:00:00,768,288,2048,1008,768,425
1721,2014-09-23 00:00:00,1280,0,2848,672,1280,698
1722,2014-09-24 00:00:00,800,288,2368,640,768,425
1723,2014-09-25 00:00:00,1024,0,2560,1008,1312,713
1724,2014-09-26 00:00:00,256,596,2560,448,1344,850
1725,2014-09-27 00:00:00,0,288,256,736,704,929
1726,2014-09-28 00:00:00,0,0,0,0,0,0
1727,2014-09-29 00:00:00,768,0,1280,880,1056,422
1728,2014-09-30 00:00:00,1280,288,2304,1088,1024,761
1729,2014-10-01 00:00:00,1024,256,1792,896,1376,374
1730,2014-10-02 00:00:00,1280,0,2816,1280,1184,850
1731,2014-10-03 00:00:00,512,468,512,768,0,288
1732,2014-10-04 00:00:00,0,0,0,1024,0,1175
1733,2014-10-05 00:00:00,0,0,0,0,0,0
1734,2014-10-06 00:00:00,512,288,1792,688,1280,0
1735,2014-10-07 00:00:00,256,288,2560,512,768,1338
1736,2014-10-08 00:00:00,512,864,2816,944,1024,1523
1737,2014-10-09 00:00:00,768,288,1024,720,256,0
1738,2014-10-10 00:00:00,768,0,1792,256,512,1633
1739,2014-10-11 00:00:00,0,576,0,1264,704,934
1740,2014-10-12 00:00:00,0,0,0,0,0,0
1741,2014-10-13 00:00:00,512,288,1792,768,1056,430
1742,2014-10-14 00:00:00,768,864,2304,768,512,868
1743,2014-10-15 00:00:00,768,1908,2048,768,1280,238
1744,2014-10-16 00:00:00,1280,0,2544,512,1024,734
1745,2014-10-17 00:00:00,512,1332,2048,512,800,874
1746,2014-10-18 00:00:00,768,1332,256,816,0,1116
1747,2014-10-19 00:00:00,0,0,0,0,0,0
1748,2014-10-20 00:00:00,1024,288,2816,576,0,187
1749,2014-10-21 00:00:00,768,0,1536,704,1184,1115
1750,2014-10-22 00:00:00,768,0,2048,768,768,425
1751,2014-10-23 00:00:00,1280,0,3072,704,1024,238
1752,2014-10-24 00:00:00,768,0,1024,960,1056,985
1753,2014-10-25 00:00:00,256,0,0,512,1024,1773
1754,2014-10-26 00:00:00,0,0,0,0,0,0
1755,2014-10-27 00:00:00,1280,0,1792,704,896,187
1756,2014-10-28 00:00:00,256,512,2304,512,1152,683
1757,2014-10-29 00:00:00,512,0,1792,448,1216,1447
1758,2014-10-30 00:00:00,768,288,1792,752,1024,0
1759,2014-10-31 00:00:00,1024,576,2304,768,960,583
1760,2014-11-01 00:00:00,512,288,256,896,256,926
1761,2014-11-02 00:00:00,0,0,0,0,0,0
1762,2014-11-03 00:00:00,512,0,2048,736,1024,425
1763,2014-11-04 00:00:00,256,0,2544,1008,832,1126
1764,2014-11-05 00:00:00,768,288,2560,512,768,879
1765,2014-11-06 00:00:00,1536,288,1792,1024,1088,1314
1766,2014-11-07 00:00:00,256,576,1536,1024,1024,1540
1767,2014-11-08 00:00:00,512,0,0,512,256,425
1768,2014-11-09 00:00:00,0,0,0,0,0,0
1769,2014-11-10 00:00:00,512,0,2816,1024,768,557
1770,2014-11-11 00:00:00,1264,0,2304,752,1280,256
1771,2014-11-12 00:00:00,1024,256,1732,496,768,425
1772,2014-11-13 00:00:00,1024,288,2048,736,1024,425
1773,2014-11-14 00:00:00,512,1044,1536,480,1216,1213
1774,2014-11-15 00:00:00,512,0,0,640,0,1185
1775,2014-11-16 00:00:00,0,0,0,0,0,0
1776,2014-11-17 00:00:00,512,288,3200,720,768,510
1777,2014-11-18 00:00:00,1024,544,2288,736,1280,681
1778,2014-11-19 00:00:00,256,0,2256,976,704,425
1779,2014-11-20 00:00:00,768,288,2032,736,288,494
1780,2014-11-21 00:00:00,768,1152,1776,1264,960,901
1781,2014-11-22 00:00:00,512,576,256,1024,0,937
1782,2014-11-23 00:00:00,0,0,0,0,0,0
1783,2014-11-24 00:00:00,512,0,2816,704,1024,681
1784,2014-11-25 00:00:00,1312,0,1536,1184,768,1366
1785,2014-11-26 00:00:00,544,576,2544,1216,1120,204
1786,2014-11-27 00:00:00,512,0,2048,752,1056,544
1787,2014-11-28 00:00:00,768,0,2032,1248,864,681
1788,2014-11-29 00:00:00,0,864,256,640,0,2433
1789,2014-11-30 00:00:00,0,0,0,0,0,0
1790,2014-12-01 00:00:00,1280,576,2544,704,1344,681
1791,2014-12-02 00:00:00,768,288,2016,752,832,1108
1792,2014-12-03 00:00:00,1040,0,2560,768,512,425
1793,2014-12-04 00:00:00,992,0,2288,768,800,427
1794,2014-12-05 00:00:00,1024,160,2560,1024,1088,1402
1795,2014-12-06 00:00:00,0,416,0,752,288,1191
1796,2014-12-07 00:00:00,0,0,0,0,0,0
1797,2014-12-08 00:00:00,768,0,2544,976,752,425
1798,2014-12-09 00:00:00,1536,0,1280,544,800,427
1799,2014-12-10 00:00:00,0,288,2280,768,1280,1019
1800,2014-12-11 00:00:00,1024,0,1792,1007,1472,1214
1801,2014-12-12 00:00:00,224,864,1536,432,1120,1074
1802,2014-12-13 00:00:00,512,602,256,976,0,0
1803,2014-12-14 00:00:00,0,0,0,0,0,0
1804,2014-12-15 00:00:00,512,288,2816,944,768,905
1805,2014-12-16 00:00:00,256,288,1536,496,1264,427
1806,2014-12-17 00:00:00,1232,0,2304,752,992,617
1807,2014-12-18 00:00:00,256,576,2304,944,1120,352
1808,2014-12-19 00:00:00,256,576,2288,752,768,1435
1809,2014-12-20 00:00:00,512,864,256,640,512,1293
1810,2014-12-21 00:00:00,0,0,0,0,0,0
1811,2014-12-22 00:00:00,768,288,2816,752,800,1273
1812,2014-12-23 00:00:00,512,1460,2800,928,1316,425
1813,2014-12-24 00:00:00,1024,2464,3296,1008,1920,1083
1814,2014-12-25 00:00:00,256,890,768,0,288,320
1815,2014-12-26 00:00:00,512,288,2800,1008,1360,1408
1816,2014-12-27 00:00:00,752,0,0,1024,1344,1363
1817,2014-12-28 00:00:00,0,0,0,0,0,0
1818,2014-12-29 00:00:00,256,0,1792,432,512,987
1819,2014-12-30 00:00:00,0,0,768,992,1344,425
1820,2014-12-31 00:00:00,256,0,1024,720,752,1426
1821,2015-01-01 00:00:00,0,0,0,0,0,0
1822,2015-01-02 00:00:00,992,576,768,256,1088,425
1823,2015-01-03 00:00:00,992,2160,0,880,496,1447
1824,2015-01-04 00:00:00,0,0,0,0,0,0
1825,2015-01-05 00:00:00,512,576,2560,768,784,510
1826,2015-01-06 00:00:00,1280,1952,2048,624,768,1344
1827,2015-01-07 00:00:00,768,1780,2816,1088,1024,981
1828,2015-01-08 00:00:00,768,1600,2048,512,1632,677
1829,2015-01-09 00:00:00,768,2004,3328,1184,1776,1845
1830,2015-01-10 00:00:00,512,2096,256,1008,960,1403
1831,2015-01-11 00:00:00,0,0,0,0,0,0
1832,2015-01-12 00:00:00,768,2486,3072,1344,1312,192
1833,2015-01-13 00:00:00,512,1668,2528,496,1888,529
1834,2015-01-14 00:00:00,1568,1344,2304,1152,1536,425
1835,2015-01-15 00:00:00,160,2890,2048,768,1024,935
1836,2015-01-16 00:00:00,1024,3070,2560,1008,1536,425
1837,2015-01-17 00:00:00,768,2216,256,832,768,502
1838,2015-01-18 00:00:00,0,0,0,0,0,0
1839,2015-01-19 00:00:00,0,1802,1792,1264,1024,664
1840,2015-01-20 00:00:00,768,2560,2048,960,768,1408
1841,2015-01-21 00:00:00,1024,2308,3072,944,1712,901
1842,2015-01-22 00:00:00,1280,768,1536,1232,960,510
1843,2015-01-23 00:00:00,752,3188,1792,768,1072,1445
1844,2015-01-24 00:00:00,512,3196,512,1216,1472,667
1845,2015-01-25 00:00:00,0,0,0,0,0,0
1846,2015-01-26 00:00:00,768,2224,3056,1008,512,510
1847,2015-01-27 00:00:00,512,2028,2560,512,768,1324
1848,2015-01-28 00:00:00,1536,1776,2484,1024,1088,989
1849,2015-01-29 00:00:00,768,3402,2560,992,704,425
1850,2015-01-30 00:00:00,800,2554,2304,1200,960,1568
1851,2015-01-31 00:00:00,256,5092,512,480,0,496
1852,2015-02-01 00:00:00,0,0,0,0,0,0
1853,2015-02-02 00:00:00,768,3452,2544,688,1184,2277
1854,2015-02-03 00:00:00,512,1360,2544,736,1056,1694
1855,2015-02-04 00:00:00,1280,3668,3008,736,1504,850
1856,2015-02-05 00:00:00,992,4254,1536,752,1248,1218
1857,2015-02-06 00:00:00,1008,0,2544,1024,768,2747
1858,2015-02-07 00:00:00,256,4540,512,1168,256,1074
1859,2015-02-08 00:00:00,0,0,0,0,0,0
1860,2015-02-09 00:00:00,1280,1882,2560,496,1024,607
1861,2015-02-10 00:00:00,0,1648,1792,496,1536,1529
1862,2015-02-11 00:00:00,1024,1920,2784,688,512,2066
