index,ds,1041,1692,1815,1853,1878
954,2012-08-17 00:00:00,4311,12447,69629,9365,5775
955,2012-08-18 00:00:00,2946,6385,34284,6483,2539
956,2012-08-19 00:00:00,0,0,206,685,0
957,2012-08-20 00:00:00,3128,10792,47102,5814,3622
958,2012-08-21 00:00:00,4332,10554,59410,6025,4606
959,2012-08-22 00:00:00,4594,11263,53021,7431,4525
960,2012-08-23 00:00:00,3764,11649,53821,6769,4870
961,2012-08-24 00:00:00,4585,11926,55070,9040,4445
962,2012-08-25 00:00:00,2492,6358,31209,8136,2822
963,2012-08-26 00:00:00,0,0,730,1037,0
964,2012-08-27 00:00:00,4232,10781,48189,7481,5026
965,2012-08-28 00:00:00,3132,9646,53917,7301,5410
966,2012-08-29 00:00:00,4030,10596,57503,6931,4700
967,2012-08-30 00:00:00,4686,10409,57395,5749,4076
968,2012-08-31 00:00:00,6408,9757,53320,7082,4151
969,2012-09-01 00:00:00,3474,7334,33887,6528,1483
970,2012-09-02 00:00:00,0,0,230,797,0
971,2012-09-03 00:00:00,6165,8486,48754,7877,3600
972,2012-09-04 00:00:00,5790,13790,60464,5853,6440
973,2012-09-05 00:00:00,4107,11186,59653,6127,3669
974,2012-09-06 00:00:00,6501,10685,63880,6337,5165
975,2012-09-07 00:00:00,7862,11540,63928,7944,3984
976,2012-09-08 00:00:00,3576,7111,35688,7149,1496
977,2012-09-09 00:00:00,0,0,228,940,0
978,2012-09-10 00:00:00,5543,8824,47245,6485,4524
979,2012-09-11 00:00:00,4911,13024,63454,7248,4243
980,2012-09-12 00:00:00,5712,10643,58961,7904,4354
981,2012-09-13 00:00:00,4301,11823,59039,8292,6100
982,2012-09-14 00:00:00,4982,12076,59580,8553,4634
983,2012-09-15 00:00:00,2068,6398,36811,6036,3104
984,2012-09-16 00:00:00,0,0,275,13,0
985,2012-09-17 00:00:00,3400,10212,47746,5877,3182
986,2012-09-18 00:00:00,2416,10534,59258,7029,5107
987,2012-09-19 00:00:00,8168,11223,55426,6322,5291
988,2012-09-20 00:00:00,4998,11888,57246,6359,6320
989,2012-09-21 00:00:00,6965,14349,60460,6777,5898
990,2012-09-22 00:00:00,2197,8348,37504,5806,3694
991,2012-09-23 00:00:00,0,0,333,198,0
992,2012-09-24 00:00:00,5126,7178,45501,5981,7940
993,2012-09-25 00:00:00,6910,12401,66420,5636,6733
994,2012-09-26 00:00:00,7673,12692,56218,6127,7891
995,2012-09-27 00:00:00,7456,12466,63480,6634,7333
996,2012-09-28 00:00:00,3058,8737,51634,7213,4795
997,2012-09-29 00:00:00,0,478,1235,0,0
998,2012-09-30 00:00:00,0,0,3321,0,0
999,2012-10-01 00:00:00,0,0,1791,0,0
1000,2012-10-02 00:00:00,606,3587,20248,1141,1403
1001,2012-10-03 00:00:00,0,0,3267,1404,238
1002,2012-10-04 00:00:00,4425,8795,45711,4620,5550
1003,2012-10-05 00:00:00,6909,10869,51732,6898,5373
1004,2012-10-06 00:00:00,3444,6599,28867,5671,2740
1005,2012-10-07 00:00:00,0,0,137,424,0
1006,2012-10-08 00:00:00,5271,9613,41419,6221,5696
1007,2012-10-09 00:00:00,6978,14255,55040,6578,3778
1008,2012-10-10 00:00:00,6872,9930,54471,6286,5187
1009,2012-10-11 00:00:00,5645,10914,49771,5975,4830
1010,2012-10-12 00:00:00,6865,10211,55114,6394,5600
1011,2012-10-13 00:00:00,4792,6617,24605,7789,2870
1012,2012-10-14 00:00:00,0,0,142,0,0
1013,2012-10-15 00:00:00,3424,7498,42552,5528,4014
1014,2012-10-16 00:00:00,5639,9986,59418,5768,5552
1015,2012-10-17 00:00:00,5190,11435,48744,6445,3885
1016,2012-10-18 00:00:00,3867,10296,50584,6880,6223
1017,2012-10-19 00:00:00,6840,13962,54148,6441,4582
1018,2012-10-20 00:00:00,4625,4685,28662,5685,1976
1019,2012-10-21 00:00:00,0,0,188,0,0
1020,2012-10-22 00:00:00,5710,7480,37081,3653,2937
1021,2012-10-23 00:00:00,4638,11854,55046,6535,5065
1022,2012-10-24 00:00:00,4614,11313,59561,5539,4010
1023,2012-10-25 00:00:00,6476,11259,53462,5157,4382
1024,2012-10-26 00:00:00,5440,11247,54110,5550,3480
1025,2012-10-27 00:00:00,2911,5910,28666,4140,1876
1026,2012-10-28 00:00:00,0,0,429,80,0
1027,2012-10-29 00:00:00,4650,10269,42419,5070,3051
1028,2012-10-30 00:00:00,3028,11793,51893,4902,4437
1029,2012-10-31 00:00:00,4254,10944,51069,6145,3800
1030,2012-11-01 00:00:00,6188,11691,58440,5429,3391
1031,2012-11-02 00:00:00,5935,10547,59583,5992,4800
1032,2012-11-03 00:00:00,2226,5150,30638,4124,1910
1033,2012-11-04 00:00:00,308,0,159,0,0
1034,2012-11-05 00:00:00,3668,8315,44802,4827,3373
1035,2012-11-06 00:00:00,3992,10667,54489,6419,4775
1036,2012-11-07 00:00:00,3972,13746,51571,5413,5527
1037,2012-11-08 00:00:00,4352,11621,60980,5698,4033
1038,2012-11-09 00:00:00,6121,10608,56120,6491,4544
1039,2012-11-10 00:00:00,3900,5369,27805,5288,4756
1040,2012-11-11 00:00:00,0,0,191,0,0
1041,2012-11-12 00:00:00,5805,8581,39267,5147,4795
1042,2012-11-13 00:00:00,3917,11095,60061,5673,6766
1043,2012-11-14 00:00:00,3771,10079,55048,4503,5039
1044,2012-11-15 00:00:00,4360,10106,58209,6453,4681
1045,2012-11-16 00:00:00,4826,10828,58032,7192,6041
1046,2012-11-17 00:00:00,2318,5482,29782,4138,1296
1047,2012-11-18 00:00:00,0,0,230,0,0
1048,2012-11-19 00:00:00,3900,10461,47171,6087,4280
1049,2012-11-20 00:00:00,4595,8522,52867,5570,4865
1050,2012-11-21 00:00:00,4418,12295,52700,6146,5182
1051,2012-11-22 00:00:00,5634,11575,53861,6437,4503
1052,2012-11-23 00:00:00,4399,9899,54391,5786,4760
1053,2012-11-24 00:00:00,2218,6713,29050,4373,1156
1054,2012-11-25 00:00:00,0,0,109,0,0
1055,2012-11-26 00:00:00,5758,9369,42856,5378,3578
1056,2012-11-27 00:00:00,4717,8169,54885,5017,3510
1057,2012-11-28 00:00:00,4826,10234,52165,5622,4418
1058,2012-11-29 00:00:00,3560,11603,49730,4358,5906
1059,2012-11-30 00:00:00,4890,9295,49197,6855,3860
1060,2012-12-01 00:00:00,3270,4438,27348,4297,3252
1061,2012-12-02 00:00:00,0,0,138,0,0
1062,2012-12-03 00:00:00,4482,11226,40590,5514,4279
1063,2012-12-04 00:00:00,3971,10829,46314,5223,3787
1064,2012-12-05 00:00:00,6078,9330,47996,5029,3989
1065,2012-12-06 00:00:00,6929,9864,50971,5209,5624
1066,2012-12-07 00:00:00,5175,10212,52541,6224,3805
1067,2012-12-08 00:00:00,3438,6542,30151,4268,1904
1068,2012-12-09 00:00:00,0,0,121,328,0
1069,2012-12-10 00:00:00,4664,9678,42666,5890,3812
1070,2012-12-11 00:00:00,4902,9093,52699,5675,6434
1071,2012-12-12 00:00:00,4254,12763,50434,5244,4951
1072,2012-12-13 00:00:00,3418,11397,48656,6958,5103
1073,2012-12-14 00:00:00,4364,9648,53027,4962,4930
1074,2012-12-15 00:00:00,2280,4064,29111,4305,1534
1075,2012-12-16 00:00:00,0,0,192,0,0
1076,2012-12-17 00:00:00,4376,10302,44477,5208,2574
1077,2012-12-18 00:00:00,4059,11568,56276,6448,5150
1078,2012-12-19 00:00:00,3877,6373,29414,3339,2550
1079,2012-12-20 00:00:00,3531,9600,47094,5466,3088
1080,2012-12-21 00:00:00,5191,13870,63599,4783,5727
1081,2012-12-22 00:00:00,4636,7558,30319,3300,886
1082,2012-12-23 00:00:00,0,0,178,0,0
1083,2012-12-24 00:00:00,5544,11656,48040,4045,4190
1084,2012-12-25 00:00:00,212,1653,13268,272,332
1085,2012-12-26 00:00:00,5210,11797,58089,4564,4577
1086,2012-12-27 00:00:00,4458,12337,58679,5228,7031
1087,2012-12-28 00:00:00,1658,10002,46874,4689,2836
1088,2012-12-29 00:00:00,3124,7082,33285,3750,3054
1089,2012-12-30 00:00:00,0,0,177,0,0
1090,2012-12-31 00:00:00,4162,5605,34022,1609,3772
1091,2013-01-01 00:00:00,0,0,2945,0,0
1092,2013-01-02 00:00:00,5348,11198,56462,3669,5571
1093,2013-01-03 00:00:00,6010,9426,57553,5122,5668
1094,2013-01-04 00:00:00,7854,14320,63961,6873,5465
1095,2013-01-05 00:00:00,6540,4732,35199,5304,2892
1096,2013-01-06 00:00:00,0,0,243,0,0
1097,2013-01-07 00:00:00,7465,9468,51745,6477,3917
1098,2013-01-08 00:00:00,5056,13118,61277,5661,7191
1099,2013-01-09 00:00:00,7700,12543,63171,6265,4612
1100,2013-01-10 00:00:00,6942,8763,54168,4794,4485
1101,2013-01-11 00:00:00,9956,13327,61065,7100,5502
1102,2013-01-12 00:00:00,4648,5380,33185,6719,2591
1103,2013-01-13 00:00:00,0,0,255,0,0
1104,2013-01-14 00:00:00,6988,10044,44309,6464,5184
1105,2013-01-15 00:00:00,7738,10993,55367,6096,6425
1106,2013-01-16 00:00:00,5706,12029,60435,6531,5811
1107,2013-01-17 00:00:00,8422,11348,51912,7042,6232
1108,2013-01-18 00:00:00,8304,12847,62196,7527,4350
1109,2013-01-19 00:00:00,8596,5538,30863,5472,3068
1110,2013-01-20 00:00:00,0,0,193,0,0
1111,2013-01-21 00:00:00,6950,7132,43228,5957,2854
1112,2013-01-22 00:00:00,5411,9688,56150,5674,6614
1113,2013-01-23 00:00:00,6242,10698,53968,6356,6776
1114,2013-01-24 00:00:00,6095,11026,59513,6214,4556
1115,2013-01-25 00:00:00,8016,12507,56195,6533,3238
1116,2013-01-26 00:00:00,6142,5484,27358,5101,2838
1117,2013-01-27 00:00:00,0,0,254,0,0
1118,2013-01-28 00:00:00,5048,9265,44512,5632,4663
1119,2013-01-29 00:00:00,7580,11621,62911,5338,4174
1120,2013-01-30 00:00:00,7481,11539,54371,5004,4074
1121,2013-01-31 00:00:00,6860,8832,50286,5410,5828
1122,2013-02-01 00:00:00,7341,10884,56339,6207,6298
1123,2013-02-02 00:00:00,7346,5816,31518,4971,2724
1124,2013-02-03 00:00:00,0,0,238,0,0
1125,2013-02-04 00:00:00,6880,6504,41331,5697,7474
1126,2013-02-05 00:00:00,6177,13032,60941,6223,9040
1127,2013-02-06 00:00:00,8999,10749,56515,5903,8470
1128,2013-02-07 00:00:00,8300,10559,52464,6962,8840
1129,2013-02-08 00:00:00,6620,8912,44836,5064,5070
1130,2013-02-09 00:00:00,0,0,67,0,0
1131,2013-02-10 00:00:00,0,0,7,0,0
1132,2013-02-11 00:00:00,0,0,54,0,0
1133,2013-02-12 00:00:00,6672,6073,34162,2998,3264
1134,2013-02-13 00:00:00,5001,11969,37465,5330,6172
1135,2013-02-14 00:00:00,6164,9036,45117,7117,4531
1136,2013-02-15 00:00:00,10690,11097,46739,7083,3835
1137,2013-02-16 00:00:00,4344,4914,22908,5367,2180
1138,2013-02-17 00:00:00,0,0,166,0,0
1139,2013-02-18 00:00:00,7856,11430,35993,7083,2606
1140,2013-02-19 00:00:00,8916,12374,50018,6597,6830
1141,2013-02-20 00:00:00,4250,12072,46364,5638,6232
1142,2013-02-21 00:00:00,5530,10641,42469,6144,5941
1143,2013-02-22 00:00:00,7290,9141,47728,6047,4386
1144,2013-02-23 00:00:00,7775,4854,24630,5383,1044
1145,2013-02-24 00:00:00,0,0,187,0,0
1146,2013-02-25 00:00:00,6716,10327,36697,5711,4204
1147,2013-02-26 00:00:00,7040,9647,52056,5438,4477
1148,2013-02-27 00:00:00,5302,9974,49456,6078,6162
1149,2013-02-28 00:00:00,7738,11929,54159,7600,7734
1150,2013-03-01 00:00:00,2910,2160,11829,5724,2334
1151,2013-03-02 00:00:00,4946,4092,22409,6256,2238
1152,2013-03-03 00:00:00,0,0,333,0,0
1153,2013-03-04 00:00:00,5838,10269,44263,6750,4876
1154,2013-03-05 00:00:00,6124,13232,58041,4719,8581
1155,2013-03-06 00:00:00,7518,10707,49174,5576,5078
1156,2013-03-07 00:00:00,8852,10630,52130,5794,6325
1157,2013-03-08 00:00:00,9408,10196,51008,7621,4678
1158,2013-03-09 00:00:00,9076,4438,27588,8104,1952
1159,2013-03-10 00:00:00,0,0,126,0,0
1160,2013-03-11 00:00:00,9684,9427,44892,6941,5446
1161,2013-03-12 00:00:00,8686,11534,48377,7984,6254
1162,2013-03-13 00:00:00,6919,10355,51319,6562,4996
1163,2013-03-14 00:00:00,11238,10927,48728,6905,6398
1164,2013-03-15 00:00:00,11990,11322,52767,7510,4000
1165,2013-03-16 00:00:00,10834,5244,26598,6326,3352
1166,2013-03-17 00:00:00,0,0,196,0,960
1167,2013-03-18 00:00:00,8080,9063,42540,5887,5749
1168,2013-03-19 00:00:00,7905,8662,46930,7259,4134
1169,2013-03-20 00:00:00,6748,8803,48099,6909,4650
1170,2013-03-21 00:00:00,6879,10859,54170,7377,5865
1171,2013-03-22 00:00:00,10607,11406,47604,6986,4025
1172,2013-03-23 00:00:00,7853,5513,23791,7521,2396
1173,2013-03-24 00:00:00,0,0,164,0,0
1174,2013-03-25 00:00:00,8102,7138,42108,6833,3576
1175,2013-03-26 00:00:00,7481,10887,48869,6388,5184
1176,2013-03-27 00:00:00,9798,9536,51311,6841,4570
1177,2013-03-28 00:00:00,8627,9777,50773,6653,3610
1178,2013-03-29 00:00:00,8049,10949,48300,7285,5026
1179,2013-03-30 00:00:00,9119,6234,24915,8066,3412
1180,2013-03-31 00:00:00,0,0,229,0,0
1181,2013-04-01 00:00:00,9586,7964,44408,7571,5965
1182,2013-04-02 00:00:00,5686,13414,53539,7080,4070
1183,2013-04-03 00:00:00,8718,10393,52494,7333,6510
1184,2013-04-04 00:00:00,7366,9489,47848,7074,5363
1185,2013-04-05 00:00:00,9377,12562,51161,7834,4870
1186,2013-04-06 00:00:00,4777,4846,25437,5741,1925
1187,2013-04-07 00:00:00,0,0,186,0,0
1188,2013-04-08 00:00:00,7977,9791,38780,6830,5068
1189,2013-04-09 00:00:00,7051,11673,49482,7085,6173
1190,2013-04-10 00:00:00,8005,10626,49344,7219,4186
1191,2013-04-11 00:00:00,7415,11541,53727,7021,5029
1192,2013-04-12 00:00:00,7324,12028,50020,7434,5670
1193,2013-04-13 00:00:00,6129,6004,29798,6311,1938
1194,2013-04-14 00:00:00,0,0,282,0,0
1195,2013-04-15 00:00:00,6775,9261,44585,6098,4369
1196,2013-04-16 00:00:00,8208,8949,52833,6882,4793
1197,2013-04-17 00:00:00,8720,10596,47810,8093,5073
1198,2013-04-18 00:00:00,6943,10740,53425,7774,4586
1199,2013-04-19 00:00:00,9837,9060,52735,7091,3026
1200,2013-04-20 00:00:00,6497,5081,26272,5217,1154
1201,2013-04-21 00:00:00,0,0,141,0,0
1202,2013-04-22 00:00:00,7387,9763,44210,6076,4748
1203,2013-04-23 00:00:00,5527,9483,53630,6895,4450
1204,2013-04-24 00:00:00,8750,12055,52239,6215,4032
1205,2013-04-25 00:00:00,5556,9838,54495,8249,5129
1206,2013-04-26 00:00:00,7859,8630,54184,7873,2792
1207,2013-04-27 00:00:00,3931,5578,30815,3426,2032
1208,2013-04-28 00:00:00,0,0,142,0,0
1209,2013-04-29 00:00:00,7140,10270,43997,6137,4237
1210,2013-04-30 00:00:00,11062,10030,50841,7259,4898
1211,2013-05-01 00:00:00,5443,8756,37425,7027,1489
1212,2013-05-02 00:00:00,7144,8864,47736,7623,3220
1213,2013-05-03 00:00:00,9070,11302,60311,6558,7421
1214,2013-05-04 00:00:00,6071,5990,32991,3730,2224
1215,2013-05-05 00:00:00,0,0,139,0,0
1216,2013-05-06 00:00:00,7731,11670,44413,7086,4350
1217,2013-05-07 00:00:00,7755,11012,53527,7036,5455
1218,2013-05-08 00:00:00,6700,8537,50127,7084,5281
1219,2013-05-09 00:00:00,4602,11178,54097,6743,3305
1220,2013-05-10 00:00:00,11057,9023,54416,7617,5508
1221,2013-05-11 00:00:00,5086,5592,29957,7655,1914
1222,2013-05-12 00:00:00,0,0,83,0,0
1223,2013-05-13 00:00:00,5381,8023,36521,7209,4945
1224,2013-05-14 00:00:00,8848,11322,52274,7606,5756
1225,2013-05-15 00:00:00,10715,11753,55600,6405,5752
1226,2013-05-16 00:00:00,11644,12589,68410,8779,6514
1227,2013-05-17 00:00:00,4450,1802,18298,5893,544
1228,2013-05-18 00:00:00,6676,3736,25165,5084,2151
1229,2013-05-19 00:00:00,0,0,180,0,0
1230,2013-05-20 00:00:00,5411,9465,48512,6430,4352
1231,2013-05-21 00:00:00,6853,9365,54535,6973,5649
1232,2013-05-22 00:00:00,9299,11258,49872,5966,2726
1233,2013-05-23 00:00:00,9388,9653,55341,8017,4287
1234,2013-05-24 00:00:00,8653,9905,53803,7579,3598
1235,2013-05-25 00:00:00,9300,5444,25553,6571,2686
1236,2013-05-26 00:00:00,0,0,129,0,0
1237,2013-05-27 00:00:00,5240,8931,46874,6888,4548
1238,2013-05-28 00:00:00,5496,8513,47096,6426,4002
1239,2013-05-29 00:00:00,9159,11089,52567,7092,5367
1240,2013-05-30 00:00:00,7181,8579,55031,7931,6224
1241,2013-05-31 00:00:00,9677,10614,55445,6427,4082
1242,2013-06-01 00:00:00,6202,5826,35696,6389,1602
1243,2013-06-02 00:00:00,0,0,132,718,0
1244,2013-06-03 00:00:00,3874,9678,50208,7362,4595
1245,2013-06-04 00:00:00,5845,13510,59827,7731,7027
1246,2013-06-05 00:00:00,9873,13814,68319,7512,4430
1247,2013-06-06 00:00:00,3312,2778,28223,6746,1704
1248,2013-06-07 00:00:00,6082,9851,57322,7054,5066
1249,2013-06-08 00:00:00,7416,5124,35088,7668,3563
1250,2013-06-09 00:00:00,0,0,151,0,0
1251,2013-06-10 00:00:00,7483,9202,52549,7436,5780
1252,2013-06-11 00:00:00,5071,10666,60103,7050,4759
1253,2013-06-12 00:00:00,5670,11735,54609,6700,3061
1254,2013-06-13 00:00:00,6218,11065,52475,7076,4987
1255,2013-06-14 00:00:00,6210,9567,62736,7075,4628
1256,2013-06-15 00:00:00,3963,5456,33724,8079,1260
1257,2013-06-16 00:00:00,0,0,184,0,0
1258,2013-06-17 00:00:00,4225,8895,45630,7285,4137
1259,2013-06-18 00:00:00,4333,12663,60229,7933,5166
1260,2013-06-19 00:00:00,3923,9444,55069,8109,5667
1261,2013-06-20 00:00:00,5757,10368,60811,8083,4646
1262,2013-06-21 00:00:00,7800,9692,60053,7483,5039
1263,2013-06-22 00:00:00,4531,6735,32136,6670,1476
1264,2013-06-23 00:00:00,0,0,167,809,0
1265,2013-06-24 00:00:00,4947,8568,53227,6521,3336
1266,2013-06-25 00:00:00,4500,8324,54419,6333,5150
1267,2013-06-26 00:00:00,4616,11783,52162,6964,3367
1268,2013-06-27 00:00:00,4831,9371,54270,6904,4002
1269,2013-06-28 00:00:00,8365,10224,58341,7200,5008
1270,2013-06-29 00:00:00,3073,5443,36007,8183,2665
1271,2013-06-30 00:00:00,0,0,380,648,0
1272,2013-07-01 00:00:00,4585,8369,52364,7243,4691
1273,2013-07-02 00:00:00,3409,10375,59694,8381,4662
1274,2013-07-03 00:00:00,4554,12137,64278,7801,3947
1275,2013-07-04 00:00:00,3602,10305,55013,6726,5863
1276,2013-07-05 00:00:00,6902,11346,58650,8026,4643
1277,2013-07-06 00:00:00,5326,6402,30052,6948,2749
1278,2013-07-07 00:00:00,0,0,95,1074,0
1279,2013-07-08 00:00:00,6748,6726,49123,7246,3806
1280,2013-07-09 00:00:00,5197,11693,58519,6993,4960
1281,2013-07-10 00:00:00,6217,10032,57460,8224,6305
1282,2013-07-11 00:00:00,3688,11981,57435,6940,4724
1283,2013-07-12 00:00:00,4150,11119,59869,8160,4069
1284,2013-07-13 00:00:00,3171,5584,29937,7185,2016
1285,2013-07-14 00:00:00,0,0,666,760,0
1286,2013-07-15 00:00:00,4635,9828,50103,6586,5637
1287,2013-07-16 00:00:00,4809,9896,56367,7202,5116
1288,2013-07-17 00:00:00,4633,8724,55165,7558,4761
1289,2013-07-18 00:00:00,2716,11796,57232,7505,4623
1290,2013-07-19 00:00:00,3940,13060,65079,7282,5759
1291,2013-07-20 00:00:00,3178,7449,32586,4914,3799
1292,2013-07-21 00:00:00,0,0,106,24,0
1293,2013-07-22 00:00:00,3458,6481,47514,6013,4017
1294,2013-07-23 00:00:00,5061,12488,57154,7575,5996
1295,2013-07-24 00:00:00,3137,10678,51688,7101,5319
1296,2013-07-25 00:00:00,6263,10178,59349,6477,5839
1297,2013-07-26 00:00:00,6722,11069,63146,6902,6079
1298,2013-07-27 00:00:00,6528,3806,30915,5240,2564
1299,2013-07-28 00:00:00,0,0,474,0,0
1300,2013-07-29 00:00:00,3346,7850,43027,7171,3428
1301,2013-07-30 00:00:00,3428,10780,56823,7244,3386
1302,2013-07-31 00:00:00,2860,7642,45485,5753,4413
1303,2013-08-01 00:00:00,6025,9252,57508,6563,4603
1304,2013-08-02 00:00:00,3724,9887,56015,6170,4908
1305,2013-08-03 00:00:00,2438,3790,33798,5501,2781
1306,2013-08-04 00:00:00,0,0,413,678,0
1307,2013-08-05 00:00:00,1832,9185,49904,5395,4912
1308,2013-08-06 00:00:00,1222,9611,56666,5889,5055
1309,2013-08-07 00:00:00,1142,9381,62545,5888,4663
1310,2013-08-08 00:00:00,3142,10160,55757,6083,4186
1311,2013-08-09 00:00:00,3035,9020,55812,7890,4127
1312,2013-08-10 00:00:00,2258,4532,31333,6916,1898
1313,2013-08-11 00:00:00,0,0,178,798,0
1314,2013-08-12 00:00:00,2536,10325,51809,8408,4058
1315,2013-08-13 00:00:00,4632,12102,60833,7582,5574
1316,2013-08-14 00:00:00,3468,13606,64707,7451,6638
1317,2013-08-15 00:00:00,1282,1782,19353,5734,772
1318,2013-08-16 00:00:00,3702,12872,66256,7251,3159
1319,2013-08-17 00:00:00,3700,7070,42957,6397,2863
1320,2013-08-18 00:00:00,0,0,589,1070,0
1321,2013-08-19 00:00:00,3600,10376,56342,7537,5419
1322,2013-08-20 00:00:00,3524,11866,59482,6800,3895
1323,2013-08-21 00:00:00,4803,12227,62807,7388,3726
1324,2013-08-22 00:00:00,3592,11930,56503,6819,4300
1325,2013-08-23 00:00:00,5055,13222,60880,7676,5247
1326,2013-08-24 00:00:00,3749,5817,32068,7487,1269
1327,2013-08-25 00:00:00,0,0,382,1134,0
1328,2013-08-26 00:00:00,5124,8067,53935,7165,3840
1329,2013-08-27 00:00:00,3389,12044,60985,7204,4017
1330,2013-08-28 00:00:00,4523,9203,63667,7819,2883
1331,2013-08-29 00:00:00,5990,9529,58323,6646,3756
1332,2013-08-30 00:00:00,4895,12585,62646,7518,4763
1333,2013-08-31 00:00:00,2152,4327,33038,5124,1475
1334,2013-09-01 00:00:00,0,0,578,738,256
1335,2013-09-02 00:00:00,5466,11302,55928,6860,4325
1336,2013-09-03 00:00:00,4678,13859,66203,7530,7016
1337,2013-09-04 00:00:00,5178,11111,60644,6843,4164
1338,2013-09-05 00:00:00,5787,12320,60976,7672,4175
1339,2013-09-06 00:00:00,3257,13871,66020,8508,6268
1340,2013-09-07 00:00:00,4865,6292,36775,6922,2284
1341,2013-09-08 00:00:00,0,0,302,550,0
1342,2013-09-09 00:00:00,4487,9149,54439,8295,4548
1343,2013-09-10 00:00:00,5508,10547,64811,8043,7889
1344,2013-09-11 00:00:00,4003,12686,68261,7454,7399
1345,2013-09-12 00:00:00,4191,12232,66629,7068,6316
1346,2013-09-13 00:00:00,3935,13971,69243,7763,6572
1347,2013-09-14 00:00:00,2757,7890,45409,7487,4754
1348,2013-09-15 00:00:00,0,0,202,948,0
1349,2013-09-16 00:00:00,4419,11718,53620,8163,6141
1350,2013-09-17 00:00:00,5129,10084,49718,6580,7066
1351,2013-09-18 00:00:00,0,0,26,0,0
1352,2013-09-19 00:00:00,0,0,14,0,0
1353,2013-09-20 00:00:00,0,0,232,0,0
1354,2013-09-21 00:00:00,1075,1696,8158,728,448
1355,2013-09-22 00:00:00,0,0,144,0,0
1356,2013-09-23 00:00:00,4938,10218,48332,6771,3518
1357,2013-09-24 00:00:00,6292,10524,53049,5907,5928
1358,2013-09-25 00:00:00,5193,13126,50837,8073,4006
1359,2013-09-26 00:00:00,5143,13839,51327,7753,3674
1360,2013-09-27 00:00:00,5196,10971,53545,8618,3159
1361,2013-09-28 00:00:00,5667,6054,36124,6313,2502
1362,2013-09-29 00:00:00,0,0,350,941,0
1363,2013-09-30 00:00:00,4126,8784,44942,6544,3104
1364,2013-10-01 00:00:00,7305,10223,62627,6393,7423
1365,2013-10-02 00:00:00,7119,14225,65609,7269,5724
1366,2013-10-03 00:00:00,2734,2462,16290,4578,1970
1367,2013-10-04 00:00:00,6047,13101,63789,6154,5815
1368,2013-10-05 00:00:00,5333,7142,36649,6509,3350
1369,2013-10-06 00:00:00,0,0,439,0,0
1370,2013-10-07 00:00:00,4024,9285,50787,7150,4099
1371,2013-10-08 00:00:00,5866,15018,66261,6461,6851
1372,2013-10-09 00:00:00,1716,3983,21595,4217,1302
1373,2013-10-10 00:00:00,4675,11512,57833,7071,5560
1374,2013-10-11 00:00:00,6703,13534,64242,7014,5434
1375,2013-10-12 00:00:00,3421,6592,34575,5034,2502
1376,2013-10-13 00:00:00,0,0,369,0,0
1377,2013-10-14 00:00:00,4706,10202,51759,6497,3406
1378,2013-10-15 00:00:00,6446,11882,63000,7233,6664
1379,2013-10-16 00:00:00,3757,16253,60183,6564,5341
1380,2013-10-17 00:00:00,3693,10561,57281,7487,6276
1381,2013-10-18 00:00:00,5681,12283,56676,6256,4180
1382,2013-10-19 00:00:00,4534,4881,33979,4470,3114
1383,2013-10-20 00:00:00,0,0,261,0,0
1384,2013-10-21 00:00:00,4294,9336,45123,6347,4110
1385,2013-10-22 00:00:00,7764,11736,62763,6267,5783
1386,2013-10-23 00:00:00,7234,9310,60209,5855,4267
1387,2013-10-24 00:00:00,5536,10617,52262,6205,4731
1388,2013-10-25 00:00:00,7242,9919,55477,6367,3805
1389,2013-10-26 00:00:00,3412,4276,32200,3586,2180
1390,2013-10-27 00:00:00,0,0,174,0,0
1391,2013-10-28 00:00:00,3783,10415,47352,4921,3149
1392,2013-10-29 00:00:00,5368,9493,54754,6903,3443
1393,2013-10-30 00:00:00,4005,11407,59191,6317,4136
1394,2013-10-31 00:00:00,7302,8333,54580,4757,4152
1395,2013-11-01 00:00:00,5282,11842,58838,6720,3981
1396,2013-11-02 00:00:00,3134,4977,29451,1237,2987
1397,2013-11-03 00:00:00,0,0,425,0,224
1398,2013-11-04 00:00:00,3669,8645,42240,3401,4695
1399,2013-11-05 00:00:00,5190,10018,55171,6704,3800
1400,2013-11-06 00:00:00,3528,11803,57622,5684,4570
1401,2013-11-07 00:00:00,4192,10704,52510,5146,3959
1402,2013-11-08 00:00:00,6218,12526,62815,6099,5618
1403,2013-11-09 00:00:00,1851,3930,34284,3365,2472
1404,2013-11-10 00:00:00,0,0,393,0,0
1405,2013-11-11 00:00:00,5649,9078,41467,6959,4250
1406,2013-11-12 00:00:00,3289,11091,63620,5926,6246
1407,2013-11-13 00:00:00,6322,9580,58818,6527,2864
1408,2013-11-14 00:00:00,5268,11237,59125,5817,5422
1409,2013-11-15 00:00:00,5807,10999,60112,6155,7280
1410,2013-11-16 00:00:00,7226,4946,26268,3805,1598
1411,2013-11-17 00:00:00,0,192,620,0,0
1412,2013-11-18 00:00:00,2673,9084,52186,6089,4798
1413,2013-11-19 00:00:00,5736,8709,56527,6211,5210
1414,2013-11-20 00:00:00,4511,11203,56999,6095,3960
1415,2013-11-21 00:00:00,5466,12257,54328,6228,4337
1416,2013-11-22 00:00:00,4886,11182,53525,6257,4932
1417,2013-11-23 00:00:00,5172,4681,28854,2915,2938
